Address,City,State,Zip,Latitude,Longitude
907 AKIN AVE,FORT COLLINS,CO,80521,40.5848,-105.092
900 AKIN AVE,FORT COLLINS,CO,80521,40.58539,-105.09171
904 AKIN AVE,FORT COLLINS,CO,80521,40.58539,-105.09173
908 AKIN AVE,FORT COLLINS,CO,80521,40.5854,-105.092
6871 MOUNT NIMBUS ST,WELLINGTON,CO,80549,40.68496,-105.00886
6869 MOUNT NIMBUS ST,WELLINGTON,CO,80549,40.68466,-105.00888
6857 MOUNT NIMBUS ST,WELLINGTON,CO,80549,40.68632,-105.00623
6835 MOUNT NIMBUS ST,WELLINGTON,CO,80549,40.6844,-105.00888
6601 VIBURNUM ST,WELLINGTON,CO,80549,40.68136,-105.00617
6697 VIBURNUM ST,WELLINGTON,CO,80549,40.68178,-105.00616
6675 VIBURNUM ST,WELLINGTON,CO,80549,40.68178,-105.00616
1608 E CTY RD 72,WELLINGTON,CO,80549,40.7694,-105.045
1601 E CTY RD 72,WELLINGTON,CO,80549,40.76932,-105.04685
3600 BOMAR AVE,LOVELAND,CO,80537,40.35505,-105.09656
2719 S CTY RD 13,LOVELAND,CO,80537,40.36197,-105.05941
5215 KEYSTONE CREEK CT,FORT COLLINS,CO,80528,40.5136,-105.032
5227 KEYSTONE CREEK CT,FORT COLLINS,CO,80528,40.5135,-105.032
3703 GREEN SPRING DR,FORT COLLINS,CO,80528,40.50391,-105.00894
3709 GREEN SPRING DR,FORT COLLINS,CO,80528,40.50385,-105.00874
3721 GREEN SPRING DR,FORT COLLINS,CO,80528,40.50347,-105.00805
3732 GREEN SPRING DR,FORT COLLINS,CO,80528,40.50345,-105.00803
5850 DRIPPING ROCK LN G201,FORT COLLINS,CO,80528,40.50596,-105.01818
3145 SHALLOW POND DR,FORT COLLINS,CO,80528,40.5056,-105.01878
3149 SHALLOW POND DR,FORT COLLINS,CO,80528,40.50558,-105.01801
2401 S COLLEGE AVE,FORT COLLINS,CO,80525,40.55583,-105.0779
2401 S COLLEGE AVE,FORT COLLINS,CO,80525,40.55583,-105.0779
3300 PEPPERWOOD LN,FORT COLLINS,CO,80525,40.54174,-105.05213
3306 CREEKSTONE DR,FORT COLLINS,CO,80525,40.54249,-105.03026
3912 SUNSTONE CT,FORT COLLINS,CO,80525,40.5335,-105.03394
4001 SUNSTONE DR,FORT COLLINS,CO,80525,40.53331,-105.0349
1018 MCHUGH ST,FORT COLLINS,CO,80524,40.57362,-105.05257
2310 E PROSPECT RD,FORT COLLINS,CO,80525,40.5682,-105.03526
4115 TROWBRIDGE DR,FORT COLLINS,CO,80526,40.5297,-105.119
3818 ENSENADA CT,FORT COLLINS,CO,80526,40.53446,-105.09077
3825 ENSENADA CT,FORT COLLINS,CO,80526,40.53442,-105.09078
2602 S TIMBERLINE RD,FORT COLLINS,CO,80525,40.55227,-105.03766
2745 MINNESOTA DR,FORT COLLINS,CO,80525,40.5503,-105.0329
2255 MIDPOINT DR,FORT COLLINS,CO,80525,40.5649,-105.03688
1501 ACADEMY CT #5,FORT COLLINS,CO,80524,40.56869,-105.04283
1501 ACADEMY CT #105,FORT COLLINS,CO,80524,40.56759,-105.04258
1501 ACADEMY CT,FORT COLLINS,CO,80524,40.5676,-105.04216
719 S LEMAY AVE,FORT COLLINS,CO,80524,40.57748,-105.05821
1281 E MAGNOLIA ST,FORT COLLINS,CO,80524,40.58262,-105.05596
1212 E VINE DR,FORT COLLINS,CO,80524,40.59656,-105.05576
614 E VINE DR,FORT COLLINS,CO,80524,40.59634,-105.06622
614 E VINE DR,FORT COLLINS,CO,80524,40.59668,-105.06684
614 E VINE DR,FORT COLLINS,CO,80524,40.59685,-105.0662
903 N COLLEGE AVE,FORT COLLINS,CO,80524,40.59897,-105.07743
216 HEMLOCK ST,FORT COLLINS,CO,80524,40.60125,-105.07917
401 HICKORY ST,FORT COLLINS,CO,80524,40.60353,-105.08401
1801 N COLLEGE AVE,FORT COLLINS,CO,80525,40.61126,-105.07711
1635 BLUE SPRUCE DR,FORT COLLINS,CO,80524,40.60985,-105.07337
1629 BLUE SPRUCE DR,FORT COLLINS,CO,80524,40.60972,-105.07325
1501/1525 BLUE SPRUCE DR,FORT COLLINS,CO,80524,40.60765,-105.07323
1301 BLUE SPRUCE DR,FORT COLLINS,CO,80524,40.60487,-105.07332
360 JEFFERSON ST,FORT COLLINS,CO,80524,40.58854,-105.07287
OLD TOWN SQUARE-EAST SIDE,FORT COLLINS,CO,80526,40.58763,-105.07507
OLD TOWN SQUARE-EAST SIDE,FORT COLLINS,CO,80526,40.58758,-105.07505
130 S MASON ST,FORT COLLINS,CO,80524,40.58616,-105.07868
212 W LAUREL ST,FORT COLLINS,CO,80521,40.57882,-105.0796
818 S COLLEGE AVE,FORT COLLINS,CO,80524,40.57587,-105.07615
2201 S COLLEGE AVE,FORT COLLINS,CO,80525,40.55913,-105.07937
2800 S COLLEGE AVE,FORT COLLINS,CO,80525,40.54857,-105.07639
2721 S COLLEGE AVE 1A & AB,FORT COLLINS,CO,80525,40.54968,-105.0777
2721 S COLLEGE AVE UNIT 2,FORT COLLINS,CO,80525,40.54954,-105.07776
2721 S COLLEGE AVE SUITE 4B,FORT COLLINS,CO,80525,40.54958,-105.07806
2721 S COLLEGE AVE SUITE 10,FORT COLLINS,CO,80525,40.54972,-105.07911
2721 S COLLEGE AVE #EE1,FORT COLLINS,CO,80525,40.54969,-105.07911
3400 S COLLEGE AVE,FORT COLLINS,CO,80525,40.54115,-105.07626
3700 S COLLEGE AVE,FORT COLLINS,CO,80525,40.53685,-105.07624
3700 S COLLEGE AVE,FORT COLLINS,CO,80525,40.53685,-105.07624
3710 S COLLEGE AVE,FORT COLLINS,CO,80525,40.53603,-105.076
3605 S COLLEGE AVE,FORT COLLINS,CO,80525,40.53769,-105.0783
101 W MONROE DR,FORT COLLINS,CO,80525,40.53956,-105.07786
2190 W DRAKE RD,FORT COLLINS,CO,80526,40.55319,-105.11809
2101 S TAFT HILL RD,FORT COLLINS,CO,80526,40.55964,-105.11652
2345 W PROSPECT RD,FORT COLLINS,CO,80521,40.56714,-105.12124
2404 CLEARVIEW AVE #1-8,FORT COLLINS,CO,80521,40.57216,-105.12071
2405/2413 CRABTREE DR #1-4,FORT COLLINS,CO,80521,40.57253,-105.12114
2120 ORCHARD PL,FORT COLLINS,CO,80521,40.57779,-105.11623
2155 W PLUM ST,FORT COLLINS,CO,80526,40.57629,-105.11661
2115 W PLUM ST,FORT COLLINS,CO,80526,40.57595,-105.11563
1405 W ELIZABETH ST,FORT COLLINS,CO,80526,40.57375,-105.10138
720 CITY PARK AVE,FORT COLLINS,CO,80521,40.57723,-105.09994
728 N HWY 287,FORT COLLINS,CO,80527,40.62539,-105.08945
1000 N US HWY 287,FORT COLLINS,CO,80524,40.62633,-105.09332
2124 W CTY RD 54G,FORT COLLINS,CO,80524,40.6263,-105.11536
3208 W CTY RD 54G,LAPORTE,CO,80535,40.62735,-105.13653
3312 W CTY RD 54G,LAPORTE,CO,80535,40.62757,-105.13773
1632 N OVERLAND TRAIL,FORT COLLINS,CO,80521,40.61123,-105.13174
4101 LAPORTE AVE,FORT COLLINS,CO,80521,40.5837,-105.14908
3156 RAMPART RD,FORT COLLINS,CO,80521,40.57691,-105.14963
3024 SUMAC ST,FORT COLLINS,CO,80526,40.56467,-105.1334
1734 AZALEA DR,FORT COLLINS,CO,80526,40.5651,-105.13245
620 MATHEWS ST OFFICE,FORT COLLINS,CO,80524,40.57901,-105.07307
620 MATHEWS ST OFFICE,FORT COLLINS,CO,80524,40.57901,-105.07306
360 JEFFERSON ST,FORT COLLINS,CO,80524,40.58855016,-105.0728549
1801 N COLLEGE AVE,FORT COLLINS,CO,80525,40.6112312,-105.0771915
2201 S COLLEGE AVE,FORT COLLINS,CO,80525,40.55909,-105.07935
2401 S COLLEGE AVE,FORT COLLINS,CO,80525,40.55588,-105.07799
451 BOARDWALK DR,FORT COLLINS,CO,80525,40.58413,-105.04243
451 BOARDWALK DR,FORT COLLINS,CO,80525,40.58413,-105.04243
620 MATHEWS ST OFFICE,FORT COLLINS,CO,80524,40.57901,-105.07308
1601 N COLLEGE AVE,FORT COLLINS,CO,80524,40.60878,-105.07738
1601 N COLLEGE AVE,FORT COLLINS,CO,80524,40.60858,-105.07938
1601 N COLLEGE AVE,FORT COLLINS,CO,80524,40.60858,-105.07938
1601 N COLLEGE AVE,FORT COLLINS,CO,80524,40.60858,-105.07938
1601 N COLLEGE AVE,FORT COLLINS,CO,80524,40.6088,-105.08121
1601 N COLLEGE AVE,FORT COLLINS,CO,80524,40.60894,-105.08194
1601 N COLLEGE AVE,FORT COLLINS,CO,80524,40.60888,-105.08396
1601 N COLLEGE AVE,FORT COLLINS,CO,80524,40.60797,-105.08336
1601 N COLLEGE AVE,FORT COLLINS,CO,80524,40.6065,-105.08282
1601 N COLLEGE AVE,FORT COLLINS,CO,80524,40.60554,-105.08205
1601 N COLLEGE AVE,FORT COLLINS,CO,80524,40.60554,-105.08205
1601 N COLLEGE AVE,FORT COLLINS,CO,80524,40.60781,-105.08212
1601 N COLLEGE AVE,FORT COLLINS,CO,80524,40.60781,-105.08212
1601 N COLLEGE AVE,FORT COLLINS,CO,80524,40.60827,-105.08123
1601 N COLLEGE AVE,FORT COLLINS,CO,80524,40.60819,-105.07757
309 N SHIELDS ST,FORT COLLINS,CO,80521,40.59122,-105.09655
2310 E PROSPECT RD,FORT COLLINS,CO,80525,40.56816,-105.03527
6675 S LEMAY AVE,FORT COLLINS,CO,80521,40.49308,-105.0588
6675 S LEMAY AVE,FORT COLLINS,CO,80521,40.49391,-105.05879
6675 S LEMAY AVE,FORT COLLINS,CO,80521,40.49422,-105.05967
6675 S LEMAY AVE,FORT COLLINS,CO,80521,40.49376,-105.05998
6675 S LEMAY AVE,FORT COLLINS,CO,80521,40.49342,-105.05977
6675 S LEMAY AVE,FORT COLLINS,CO,80521,40.49311,-105.05891
1601 S COLLEGE AVE,FORT COLLINS,CO,80522,40.56672,-105.07765
6837 TIMPAS DR,FORT COLLINS,CO,80525,40.49041,-105.08808
7415 STONINGTON CT,FORT COLLINS,CO,80525,40.48239,-105.0901
2607 FLINTRIDGE PL,FORT COLLINS,CO,80521,40.5708,-105.125
613 N OVERLAND TRAIL,FORT COLLINS,CO,80521,40.59586,-105.13372
112 JAMITH PL UNIT 11,FORT COLLINS,CO,80521,40.5884,-105.098
112 JAMITH PL UNIT 11,FORT COLLINS,CO,80521,40.5884,-105.098
112 JAMITH PL UNIT 12,FORT COLLINS,CO,80521,40.58868,-105.09735
118 JAMITH PL UNIT 13,FORT COLLINS,CO,80521,40.5883,-105.098
118 JAMITH PL UNIT 14,FORT COLLINS,CO,80521,40.58879,-105.09733
1301 W MOUNTAIN AVE,FORT COLLINS,CO,80526,40.5864,-105.099
2475 ASHLAND LN,FORT COLLINS,CO,80524,40.6178,-105.03903
1317 HILLSIDE DR,FORT COLLINS,CO,80524,40.6178,-105.03903
1829 E LINCOLN AVE,FORT COLLINS,CO,80524,40.5831,-105.04322
200 ROME CT,FORT COLLINS,CO,80524,40.58906,-105.03287
114 S SUMMIT VIEW DR,FORT COLLINS,CO,80524,40.5867,-105.03
2900 E MULBERRY ST,FORT COLLINS,CO,80524,40.58151,-105.02358
2934 E MULBERRY ST,FORT COLLINS,CO,80524,40.58149,-105.02191
3321 E MULBERRY ST,FORT COLLINS,CO,80524,40.5815,-105.02187
3441 E MULBERRY ST,FORT COLLINS,CO,80524,40.58088,-105.01387
629 SHERRY DR,FORT COLLINS,CO,80524,40.57932,-105.01144
633 SHERRY DR,FORT COLLINS,CO,80524,40.57901,-105.01143
641 SHERRY DR,FORT COLLINS,CO,80524,40.57886,-105.0114
642 SHERRY DR,FORT COLLINS,CO,80524,40.57886,-105.01141
650 SHERRY DR,FORT COLLINS,CO,80524,40.57854,-105.0114
649 SHERRY DR,FORT COLLINS,CO,80525,40.57841,-105.01143
702 SHERRY DR,FORT COLLINS,CO,80524,40.578,-105.011
710 SHERRY DR,FORT COLLINS,CO,80524,40.57769,-105.01138
709 SHERRY DR,FORT COLLINS,CO,80524,40.57768,-105.01141
726 SHERRY DR,FORT COLLINS,CO,80524,40.57734,-105.01134
729 SHERRY DR,FORT COLLINS,CO,80524,40.57729,-105.01136
808 SHERRY DR,FORT COLLINS,CO,80524,40.57707,-105.01143
3535 E LOCUST ST,FORT COLLINS,CO,80524,40.57616,-105.01088
3435 E LOCUST ST,FORT COLLINS,CO,80524,40.57628,-105.01302
805 VERDE AVE,FORT COLLINS,CO,80524,40.5781,-105.028
820 VERDE AVE,FORT COLLINS,CO,80524,40.5764,-105.013
717 VERDE AVE,FORT COLLINS,CO,80524,40.57721,-105.01266
713 VERDE AVE,FORT COLLINS,CO,80524,40.57716,-105.01266
712 VERDE AVE,FORT COLLINS,CO,80524,40.57721,-105.01266
708 VERDE AVE,FORT COLLINS,CO,80524,40.57766,-105.01258
705 VERDE AVE,FORT COLLINS,CO,80524,40.57772,-105.01261
700 VERDE AVE,FORT COLLINS,CO,80524,40.57796,-105.01263
620 VERDE AVE,FORT COLLINS,CO,80524,40.57797,-105.01262
616 VERDE AVE,FORT COLLINS,CO,80524,40.57841,-105.01257
701 VERDE AVE,FORT COLLINS,CO,80524,40.57841,-105.0126
700 GREENBRIAR DR,FORT COLLINS,CO,80524,40.57835,-105.01387
701 GREENBRIAR DR,FORT COLLINS,CO,80524,40.57836,-105.01385
704 GREENBRIAR DR,FORT COLLINS,CO,80524,40.57775,-105.01379
709 GREENBRIAR DR,FORT COLLINS,CO,80524,40.5781,-105.01382
713 GREENBRIAR DR,FORT COLLINS,CO,80524,40.57777,-105.01379
717 GREENBRIAR DR,FORT COLLINS,CO,80524,40.57772,-105.01381
800 GREENBRIAR DR,FORT COLLINS,CO,80524,40.57719,-105.01387
804 GREENBRIAR DR,FORT COLLINS,CO,80524,40.57681,-105.01379
3421 E LOCUST ST,FORT COLLINS,CO,80524,40.57642,-105.01384
3400 E LOCUST ST,FORT COLLINS,CO,80524,40.57639,-105.01391
846 GREENFIELDS CT,FORT COLLINS,CO,80524,40.57683,-105.01481
809 GREENFIELDS CT,FORT COLLINS,CO,80524,40.57681,-105.01478
804 GREENFIELDS CT,FORT COLLINS,CO,80524,40.57686,-105.01482
717 GREENFIELDS CT,FORT COLLINS,CO,80524,40.5775,-105.01503
624 GREENFIELDS CT,FORT COLLINS,CO,80524,40.57908,-105.01505
617 GREENFIELDS CT,FORT COLLINS,CO,80524,40.57908,-105.01505
613 CLIFFORD CT,FORT COLLINS,CO,80524,40.57906,-105.01608
617 CLIFFORD CT,FORT COLLINS,CO,80524,40.57906,-105.01608
2310 E PROSPECT RD,FORT COLLINS,CO,80525,40.56818,-105.03526
2310 E PROSPECT RD,FORT COLLINS,CO,80525,40.5682,-105.03526
5483 MOONLIGHT BAY CT.,WINDSOR,CO,80550,40.47456,-104.97323
601 ROCKY MOUNTAIN WAY,FORT COLLINS,CO,80526,40.54905,-105.08724
719 ROCKY MOUNTAIN WAY,FORT COLLINS,CO,80526,40.54759,-105.08926
3030 PLACER CT,FORT COLLINS,CO,80526,40.54675,-105.09328
3130 PLACER ST,FORT COLLINS,CO,80526,40.54496,-105.09313
3124 CUMBERLAND CT,FORT COLLINS,CO,80526,40.54515,-105.09033
3300 COLONY DR,FORT COLLINS,CO,80526,40.54243,-105.08931
5215 KEYSTONE CREEK CT,FORT COLLINS,CO,80528,40.51386,-105.0325
5221 KEYSTONE CREEK CT,FORT COLLINS,CO,80528,40.51359,-105.03224
5227 KEYSTONE CREEK CT,FORT COLLINS,CO,80528,40.51347,-105.03207
2302 COAL CREEK CT,FORT COLLINS,CO,80528,40.5148,-105.03304
1907 ANGELO DR,FORT COLLINS,CO,80528,40.51666,-105.04276
1807 ANGELO CT,FORT COLLINS,CO,80528,40.51697,-105.04386
1830 ANTERO CT,FORT COLLINS,CO,80528,40.51721,-105.04386
1028 E LAKE ST,FORT COLLINS,CO,80524,40.56743,-105.06273
1118 MCHUGH ST,FORT COLLINS,CO,80524,40.57296,-105.05085
3906 SUNSTONE CT,FORT COLLINS,CO,80525,40.5339,-105.0349
3900 SUNSTONE CT,FORT COLLINS,CO,80525,40.5338,-105.03478
3913 SUNSTONE CT,FORT COLLINS,CO,80525,40.5338,-105.03479
2607 FLINTRIDGE PL,FORT COLLINS,CO,80521,40.57083,-105.12541
2517 W PLUM ST,FORT COLLINS,CO,80521,40.5767,-105.124
6675 S LEMAY AVE,FORT COLLINS,CO,80521,40.4931,-105.058
1415 WAXWING LN,FORT COLLINS,CO,80524,40.63027,-105.05097
3050 BARN SWALLOW CIR,FORT COLLINS,CO,80524,40.6304,-105.05062
3056 BARN SWALLOW CIR,FORT COLLINS,CO,80524,40.63058,-105.05061
1421 HEARTHFIRE DR,FORT COLLINS,CO,80524,40.63076,-105.05093
1415 HEARTHFIRE DR,FORT COLLINS,CO,80524,40.63076,-105.05113
1409 HEARTHFIRE DR,FORT COLLINS,CO,80524,40.63079,-105.05129
1403 HEARTHFIRE DR,FORT COLLINS,CO,80524,40.63077,-105.05149
1402 WAXWING LN,FORT COLLINS,CO,80524,40.6308,-105.052
1408 WAXWING LN,FORT COLLINS,CO,80524,40.63075,-105.05133
1414 WAXWING LN,FORT COLLINS,CO,80524,40.63076,-105.05108
1420 WAXWING LN,FORT COLLINS,CO,80524,40.63074,-105.0509
3062 BARN SWALLOW CIR,FORT COLLINS,CO,80524,40.63074,-105.05085
1503 HEARTHFIRE DR,FORT COLLINS,CO,80524,40.6309,-105.05062
1509 HEARTHFIRE DR,FORT COLLINS,CO,80524,40.63124,-105.05015
1515 HEARTHFIRE DR,FORT COLLINS,CO,80524,40.63127,-105.05008
1521 HEARTHFIRE DR,FORT COLLINS,CO,80524,40.63132,-105.04989
1527 HEARTHFIRE DR,FORT COLLINS,CO,80524,40.63143,-105.04968
3202 HEARTHFIRE DR,FORT COLLINS,CO,80524,40.63161,-105.04947
3208 HEARTHFIRE DR,FORT COLLINS,CO,80524,40.63215,-105.04919
3214 HEARTHFIRE DR,FORT COLLINS,CO,80524,40.63262,-105.04919
3220 HEARTHFIRE DR,FORT COLLINS,CO,80524,40.63294,-105.04919
3226 HEARTHFIRE DR,FORT COLLINS,CO,80524,40.63309,-105.04921
3302 HEARTHFIRE DR,FORT COLLINS,CO,80524,40.63357,-105.04918
3308 HEARTHFIRE DR,FORT COLLINS,CO,80524,40.63393,-105.04929
3314 HEARTHFIRE DR,FORT COLLINS,CO,80524,40.6342,-105.04941
3326 HEARTHFIRE DR,FORT COLLINS,CO,80524,40.63478,-105.04986
3332 HEARTHFIRE DR,FORT COLLINS,CO,80524,40.63512,-105.05034
3570 HEARTHFIRE WAY,FORT COLLINS,CO,80524,40.63748,-105.05114
4489 TERRY LAKE RD,FORT COLLINS,CO,80524,40.65066,-105.07371
100 EAGLE LAKE DR,FORT COLLINS,CO,80524,40.65067,-105.07519
4320 EAGLE LAKE DR,FORT COLLINS,CO,80524,40.65069,-105.07573
4420 EAGLE LAKE DR,FORT COLLINS,CO,80524,40.65083,-105.07969
4524 EAGLE LAKE DR,FORT COLLINS,CO,80524,40.65144,-105.08018
4530 EAGLE LAKE DR,FORT COLLINS,CO,80524,40.65221,-105.08044
4536 EAGLE LAKE DR,FORT COLLINS,CO,80524,40.65263,-105.08059
4610 EAGLE LAKE DR,FORT COLLINS,CO,80524,40.65306,-105.08074
4616 EAGLE LAKE DR,FORT COLLINS,CO,80524,40.65345,-105.08088
4622 EAGLE LAKE DR,FORT COLLINS,CO,80524,40.6358,-105.053
4720 EAGLE LAKE DR,FORT COLLINS,CO,80524,40.65444,-105.08124
4820 EAGLE LAKE DR,FORT COLLINS,CO,80524,40.65596,-105.08221
4944 EAGLE LAKE DR,FORT COLLINS,CO,80524,40.65776,-105.08247
4964 EAGLE LAKE DR,FORT COLLINS,CO,80524,40.65854,-105.08246
5016 EAGLE LAKE DR,FORT COLLINS,CO,80524,40.6588,-105.08249
5024 EAGLE LAKE DR,FORT COLLINS,CO,80524,40.6596,-105.08267
5032 EAGLE LAKE DR,FORT COLLINS,CO,80524,40.66003,-105.0828
5134 EAGLE LAKE DR,FORT COLLINS,CO,80524,40.66039,-105.08289
5142 EAGLE LAKE DR,FORT COLLINS,CO,80524,40.66115,-105.0831
5149 EAGLE LAKE DR,FORT COLLINS,CO,80524,40.66123,-105.08325
5133 EAGLE LAKE DR,FORT COLLINS,CO,80524,40.66026,-105.08292
5025 EAGLE LAKE DR,FORT COLLINS,CO,80524,40.6596,-105.08274
5017 EAGLE LAKE DR,FORT COLLINS,CO,80524,40.65937,-105.08268
4965 EAGLE LAKE DR,FORT COLLINS,CO,80524,40.65878,-105.08255
4953 EAGLE LAKE DR,FORT COLLINS,CO,80524,40.65831,-105.08253
4921 EAGLE LAKE DR,FORT COLLINS,CO,80524,40.6577,-105.08253
4855 EAGLE LAKE DR,FORT COLLINS,CO,80524,40.65713,-105.08254
4835 EAGLE LAKE DR,FORT COLLINS,CO,80524,40.65647,-105.08249
408 EAGLE LAKE CT,FORT COLLINS,CO,80524,40.6555,-105.082
520 EAGLE LAKE CT,FORT COLLINS,CO,80524,40.65485,-105.08402
4641 EAGLE LAKE SOUTH,FORT COLLINS,CO,80524,40.65386,-105.08368
4625 EAGLE LAKE SOUTH,FORT COLLINS,CO,80524,40.65325,-105.08343
4547 EAGLE LAKE SOUTH,FORT COLLINS,CO,80524,40.65253,-105.08314
4533 EAGLE LAKE SOUTH,FORT COLLINS,CO,80524,40.65178,-105.08284
4459 EAGLE LAKE SOUTH,FORT COLLINS,CO,80524,40.65138,-105.08269
4417 EAGLE LAKE SOUTH,FORT COLLINS,CO,80524,40.65011,-105.08235
4355 EAGLE LAKE SOUTH,FORT COLLINS,CO,80524,40.6498,-105.08194
428 HERON COVE,FORT COLLINS,CO,80524,40.64859,-105.08283
436 HERON COVE,FORT COLLINS,CO,80524,40.64847,-105.08287
429 HERON COVE,FORT COLLINS,CO,80524,40.64844,-105.08279
415 HERON COVE,FORT COLLINS,CO,80524,40.64849,-105.08198
2700 S LEMAY AVE,FORT COLLINS,CO,80525,40.55104,-105.05565
7267 SPANISHBAY DR,WINDSOR,CO,80550,40.46238,-104.96695
2645 STONEHAVEN DR,FORT COLLINS,CO,80525,40.5328,-105.0278
3129 SHALLOW POND DR,FORT COLLINS,CO,80528,40.50493,-105.01986
3145 SHALLOW POND DR,FORT COLLINS,CO,80528,40.5056,-105.01887
3703 GREEN SPRING DR,FORT COLLINS,CO,80528,40.50386,-105.00881
3709 GREEN SPRING DR,FORT COLLINS,CO,80528,40.50386,-105.00891
3721 GREEN SPRING DR,FORT COLLINS,CO,80528,40.50384,-105.00848
3732 GREEN SPRING DR,FORT COLLINS,CO,80528,40.50382,-105.00847
513 SAND DOLLAR CT,FORT COLLINS,CO,80525,40.53279,-105.06921
1207 DORCHESTER CT,FORT COLLINS,CO,80525,40.52788,-105.05536
1830 ANTERO CT,FORT COLLINS,CO,80528,40.51736,-105.04424
700 MARQUETTE ST,FORT COLLINS,CO,80525,40.55354,-105.06723
313 MAE ST,FORT COLLINS,CO,80525,40.54974,-105.07319
451 BOARDWALK DR,FORT COLLINS,CO,80525,40.52711,-105.07184
451 BOARDWALK DR,FORT COLLINS,CO,80525,40.52711,-105.07184
451 BOARDWALK DR,FORT COLLINS,CO,80525,40.52711,-105.07184
451 BOARDWALK DR,FORT COLLINS,CO,80525,40.52711,-105.07184
451 BOARDWALK DR,FORT COLLINS,CO,80525,40.52711,-105.07184
451 BOARDWALK DR,FORT COLLINS,CO,80525,40.52711,-105.07184
451 BOARDWALK DR,FORT COLLINS,CO,80525,40.52711,-105.07184
360 JEFFERSON ST,FORT COLLINS,CO,80524,40.58847,-105.07296
360 JEFFERSON ST,FORT COLLINS,CO,80524,40.58852,-105.07298
3234 THUNDERING HERD WAY,WELLINGTON,CO,80549,40.71181,-105.01646
3291 THUNDERING HERD WAY,WELLINGTON,CO,80549,40.71172,-105.01543
1801 S COLLEGE AVE,FORT COLLINS,CO,80525,40.56315,-105.07777
3516 TIMBERWOLF CIR,WELLINGTON,CO,80549,40.70288,-105.01161
3504 TIMBERWOLF CIR,WELLINGTON,CO,80549,40.70288,-105.01161
3498 TIMBERWOLF CIR,WELLINGTON,CO,80549,40.7004,-105.012
3496 TIMBERWOLF CIR,WELLINGTON,CO,80549,40.70287,-105.01286
3494 TIMBERWOLF CIR,WELLINGTON,CO,80549,40.70287,-105.0126
3490 TIMBERWOLF CIR,WELLINGTON,CO,80549,40.70283,-105.01316
8119 TIMBERWOLF CIR,WELLINGTON,CO,80549,40.70268,-105.01342
8091 TIMBERWOLF CIR,WELLINGTON,CO,80549,40.70265,-105.01345
8023 TIMBERWOLF CIR,WELLINGTON,CO,80549,40.70169,-105.01354
7989 TIMBERWOLF CIR,WELLINGTON,CO,80549,40.7013,-105.014
7963 TIMBERWOLF CIR,WELLINGTON,CO,80549,40.7008,-105.014
3489 TIMBERWOLF CIR,WELLINGTON,CO,80549,40.70041,-105.01322
3493 TIMBERWOLF CIR,WELLINGTON,CO,80549,40.70044,-105.01329
7945 KIT FOX DR,WELLINGTON,CO,80549,40.70019,-105.01159
7879 KIT FOX DR,WELLINGTON,CO,80549,40.6998,-105.012
3498 WHITETAIL CIR,WELLINGTON,CO,80549,40.6992,-105.01206
3494 WHITETAIL CIR,WELLINGTON,CO,80549,40.69923,-105.0131
3490 WHITETAIL CIR,WELLINGTON,CO,80549,40.6993,-105.014
3488 ANTELOPE CT,WELLINGTON,CO,80549,40.69951,-105.01422
7859 WHITETAIL CIR,WELLINGTON,CO,80549,40.69897,-105.01405
7829 WHITETAIL CIR,WELLINGTON,CO,80549,40.69887,-105.01409
7799 WHITETAIL CIR,WELLINGTON,CO,80549,40.69829,-105.01411
7769 WHITETAIL CIR,WELLINGTON,CO,80549,40.69816,-105.01411
3487 WHITETAIL CIR,WELLINGTON,CO,80549,40.69732,-105.01378
3491 WHITETAIL CIR,WELLINGTON,CO,80549,40.69729,-105.01357
3495 WHITETAIL CIR,WELLINGTON,CO,80549,40.6973,-105.01334
3499 WHITETAIL CIR,WELLINGTON,CO,80549,40.6973,-105.01334
3502 BIGHORN CT,WELLINGTON,CO,80549,40.69828,-105.01209
3494 BIGHORN CT,WELLINGTON,CO,80549,40.69831,-105.01292
3495 BIGHORN CT,WELLINGTON,CO,80549,40.69824,-105.01251
3497 BIGHORN CT,WELLINGTON,CO,80549,40.69729,-105.01331
7759 KIT FOX DR,WELLINGTON,CO,80549,40.69798,-105.0117
7729 KIT FOX DR,WELLINGTON,CO,80549,40.69732,-105.01275
3496 WHITETAIL CIR,WELLINGTON,CO,80549,40.69731,-105.0131
3492 WHITETAIL CIR,WELLINGTON,CO,80549,40.69731,-105.01347
3489 WHITETAIL CIR,WELLINGTON,CO,80549,40.70262,-105.01071
8100 WAPITI DR,WELLINGTON,CO,80549,40.70262,-105.01069
8130 WAPITI DR,WELLINGTON,CO,80549,40.70265,-105.01068
8195 WAPITI DR,WELLINGTON,CO,80549,40.70266,-105.01066
2900 FALCON VIEW DR,WELLINGTON,CO,80549,0,0
3202 HEARTHFIRE DR,FORT COLLINS,CO,80524,40.6319,-105.049
3208 HEARTHFIRE DR,FORT COLLINS,CO,80524,40.63228,-105.04917
3214 HEARTHFIRE DR,FORT COLLINS,CO,80524,40.63269,-105.04917
3220 HEARTHFIRE DR,FORT COLLINS,CO,80524,40.63293,-105.0492
3226 HEARTHFIRE DR,FORT COLLINS,CO,80524,40.63318,-105.04916
3308 HEARTHFIRE DR,FORT COLLINS,CO,80524,40.63399,-105.04932
3314 HEARTHFIRE DR,FORT COLLINS,CO,80524,40.6376,-105.056
